#
#	Name:             GB12345-80 to Unicode table (complete, hex format)
#	Unicode version:  1.1
#	Table version:    0.0d1
#	Table format:     Format A
#	Date:             6 December 1993
#	Author:           Glenn Adams <glenn@metis.com>
#                     John H. Jenkins <John_Jenkins@taligent.com>
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#	This table contains the data Metis and Taligent currently have on how
#       GB12345-90 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB12345 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB12345 order
#
#	The following algorithms can be used to change the hex form
#		of GB12345 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Any comments or problems, contact <John_Jenkins@taligent.com>
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x6B2A	0x6C0C	# <CJK>
0x6B2B	0x6C06	# <CJK>
0x6B2C	0x6C0D	# <CJK>
0x6B2D	0x6C15	# <CJK>
0x6B2E	0x6C18	# <CJK>
0x6B2F	0x6C19	# <CJK>
0x6B30	0x6C1A	# <CJK>
0x6B31	0x6C21	# <CJK>
0x6B32	0x6C2C	# <CJK>
0x6B33	0x6C24	# <CJK>
0x6B34	0x6C2A	# <CJK>
0x6B35	0x6C32	# <CJK>
0x6B36	0x6535	# <CJK>
0x6B37	0x6555	# <CJK>
0x6B38	0x656B	# <CJK>
0x6B39	0x7258	# <CJK>
0x6B3A	0x7252	# <CJK>
0x6B3B	0x7256	# <CJK>
0x6B3C	0x7230	# <CJK>
0x6B3D	0x8662	# <CJK>
0x6B3E	0x5216	# <CJK>
0x6B3F	0x809F	# <CJK>
0x6B40	0x809C	# <CJK>
0x6B41	0x8093	# <CJK>
0x6B42	0x80BC	# <CJK>
0x6B43	0x670A	# <CJK>
0x6B44	0x80BD	# <CJK>
0x6B45	0x80B1	# <CJK>
0x6B46	0x80AB	# <CJK>
0x6B47	0x80AD	# <CJK>
0x6B48	0x80B4	# <CJK>
0x6B49	0x80B7	# <CJK>
0x6B4A	0x6727	# <CJK>
0x6B4B	0x8156	# <CJK>
0x6B4C	0x80E9	# <CJK>
0x6B4D	0x81DA	# <CJK>
0x6B4E	0x80DB	# <CJK>
0x6B4F	0x80C2	# <CJK>
0x6B50	0x80C4	# <CJK>
0x6B51	0x80D9	# <CJK>
0x6B52	0x80CD	# <CJK>
0x6B53	0x80D7	# <CJK>
0x6B54	0x6710	# <CJK>
0x6B55	0x80DD	# <CJK>
0x6B56	0x811B	# <CJK>
0x6B57	0x80F1	# <CJK>
0x6B58	0x80F4	# <CJK>
0x6B59	0x80ED	# <CJK>
0x6B5A	0x81BE	# <CJK>
0x6B5B	0x810E	# <CJK>
0x6B5C	0x80F2	# <CJK>
0x6B5D	0x80FC	# <CJK>
0x6B5E	0x6715	# <CJK>
0x6B5F	0x8112	# <CJK>
0x6B60	0x8C5A	# <CJK>
0x6B61	0x8161	# <CJK>
0x6B62	0x811E	# <CJK>
0x6B63	0x812C	# <CJK>
0x6B64	0x8118	# <CJK>
0x6B65	0x8132	# <CJK>
0x6B66	0x8148	# <CJK>
0x6B67	0x814C	# <CJK>
0x6B68	0x8153	# <CJK>
0x6B69	0x8174	# <CJK>
0x6B6A	0x8159	# <CJK>
0x6B6B	0x815A	# <CJK>
0x6B6C	0x8171	# <CJK>
0x6B6D	0x8160	# <CJK>
0x6B6E	0x8169	# <CJK>
0x6B6F	0x817C	# <CJK>
0x6B70	0x817D	# <CJK>
0x6B71	0x816D	# <CJK>
0x6B72	0x8167	# <CJK>
0x6B73	0x584D	# <CJK>
0x6B74	0x5AB5	# <CJK>
0x6B75	0x8188	# <CJK>
0x6B76	0x8182	# <CJK>
0x6B77	0x81CF	# <CJK>
0x6B78	0x6ED5	# <CJK>
0x6B79	0x81A3	# <CJK>
0x6B7A	0x81AA	# <CJK>
0x6B7B	0x81CC	# <CJK>
0x6B7C	0x6726	# <CJK>
0x6B7D	0x81CA	# <CJK>
0x6B7E	0x81BB	# <CJK>
0x6C21	0x81C1	# <CJK>
0x6C22	0x81A6	# <CJK>
0x6C23	0x6B5F	# <CJK>
0x6C24	0x6B37	# <CJK>
0x6C25	0x6B39	# <CJK>
0x6C26	0x6B43	# <CJK>
0x6C27	0x6B46	# <CJK>
0x6C28	0x6B59	# <CJK>
0x6C29	0x98AE	# <CJK>
0x6C2A	0x98AF	# <CJK>
0x6C2B	0x98B6	# <CJK>
0x6C2C	0x98BC	# <CJK>
0x6C2D	0x98C6	# <CJK>
0x6C2E	0x98C8	# <CJK>
0x6C2F	0x6BB3	# <CJK>
0x6C30	0x5F40	# <CJK>
0x6C31	0x8F42	# <CJK>
0x6C32	0x89F3	# <CJK>
0x6C33	0x6590	# <CJK>
0x6C34	0x9F4F	# <CJK>
0x6C35	0x6595	# <CJK>
0x6C36	0x65BC	# <CJK>
0x6C37	0x65C6	# <CJK>
0x6C38	0x65C4	# <CJK>
0x6C39	0x65C3	# <CJK>
0x6C3A	0x65CC	# <CJK>
0x6C3B	0x65CE	# <CJK>
0x6C3C	0x65D2	# <CJK>
0x6C3D	0x65D6	# <CJK>
0x6C3E	0x716C	# <CJK>
0x6C3F	0x7152	# <CJK>
0x6C40	0x7096	# <CJK>
0x6C41	0x7197	# <CJK>
0x6C42	0x70BB	# <CJK>
0x6C43	0x70C0	# <CJK>
0x6C44	0x70B7	# <CJK>
0x6C45	0x70AB	# <CJK>
0x6C46	0x70B1	# <CJK>
0x6C47	0x71C1	# <CJK>
0x6C48	0x70CA	# <CJK>
0x6C49	0x7110	# <CJK>
0x6C4A	0x7113	# <CJK>
0x6C4B	0x71DC	# <CJK>
0x6C4C	0x712F	# <CJK>
0x6C4D	0x7131	# <CJK>
0x6C4E	0x7173	# <CJK>
0x6C4F	0x715C	# <CJK>
0x6C50	0x7168	# <CJK>
0x6C51	0x7145	# <CJK>
0x6C52	0x7172	# <CJK>
0x6C53	0x714A	# <CJK>
0x6C54	0x7178	# <CJK>
0x6C55	0x717A	# <CJK>
0x6C56	0x7198	# <CJK>
0x6C57	0x71B3	# <CJK>
0x6C58	0x71B5	# <CJK>
0x6C59	0x71A8	# <CJK>
0x6C5A	0x71A0	# <CJK>
0x6C5B	0x71E0	# <CJK>
0x6C5C	0x71D4	# <CJK>
0x6C5D	0x71E7	# <CJK>
0x6C5E	0x71F9	# <CJK>
0x6C5F	0x721D	# <CJK>
0x6C60	0x7228	# <CJK>
0x6C61	0x706C	# <CJK>
0x6C62	0x71FE	# <CJK>
0x6C63	0x7166	# <CJK>
0x6C64	0x71B9	# <CJK>
0x6C65	0x623E	# <CJK>
0x6C66	0x623D	# <CJK>
0x6C67	0x6243	# <CJK>
0x6C68	0x6248	# <CJK>
0x6C69	0x6249	# <CJK>
0x6C6A	0x793B	# <CJK>
0x6C6B	0x7940	# <CJK>
0x6C6C	0x7946	# <CJK>
0x6C6D	0x7949	# <CJK>
0x6C6E	0x795B	# <CJK>
0x6C6F	0x795C	# <CJK>
0x6C70	0x7953	# <CJK>
0x6C71	0x795A	# <CJK>
0x6C72	0x79B0	# <CJK>
0x6C73	0x7957	# <CJK>
0x6C74	0x7960	# <CJK>
0x6C75	0x798E	# <CJK>
0x6C76	0x7967	# <CJK>
0x6C77	0x797A	# <CJK>
0x6C78	0x79AA	# <CJK>
0x6C79	0x798A	# <CJK>
0x6C7A	0x799A	# <CJK>
0x6C7B	0x79A7	# <CJK>
0x6C7C	0x79B3	# <CJK>
0x6C7D	0x5FD1	# <CJK>
0x6C7E	0x5FD0	# <CJK>
0x6D21	0x61DF	# <CJK>
0x6D22	0x605D	# <CJK>
0x6D23	0x605A	# <CJK>
0x6D24	0x6067	# <CJK>
0x6D25	0x6041	# <CJK>
0x6D26	0x6059	# <CJK>
0x6D27	0x6063	# <CJK>
0x6D28	0x6164	# <CJK>
0x6D29	0x6106	# <CJK>
0x6D2A	0x610D	# <CJK>
0x6D2B	0x615D	# <CJK>
0x6D2C	0x61A9	# <CJK>
0x6D2D	0x619D	# <CJK>
0x6D2E	0x61CB	# <CJK>
0x6D2F	0x61E3	# <CJK>
0x6D30	0x6207	# <CJK>
0x6D31	0x8080	# <CJK>
0x6D32	0x807F	# <CJK>
0x6D33	0x6C93	# <CJK>
0x6D34	0x6FA9	# <CJK>
0x6D35	0x6DFC	# <CJK>
0x6D36	0x78EF	# <CJK>
0x6D37	0x77F8	# <CJK>
0x6D38	0x78AD	# <CJK>
0x6D39	0x7809	# <CJK>
0x6D3A	0x7868	# <CJK>
0x6D3B	0x7818	# <CJK>
0x6D3C	0x7811	# <CJK>
0x6D3D	0x65AB	# <CJK>
0x6D3E	0x782D	# <CJK>
0x6D3F	0x78B8	# <CJK>
0x6D40	0x781D	# <CJK>
0x6D41	0x7839	# <CJK>
0x6D42	0x792A	# <CJK>
0x6D43	0x7931	# <CJK>
0x6D44	0x781F	# <CJK>
0x6D45	0x783C	# <CJK>
0x6D46	0x7825	# <CJK>
0x6D47	0x782C	# <CJK>
0x6D48	0x7823	# <CJK>
0x6D49	0x7829	# <CJK>
0x6D4A	0x784E	# <CJK>
0x6D4B	0x786D	# <CJK>
0x6D4C	0x7864	# <CJK>
0x6D4D	0x78FD	# <CJK>
0x6D4E	0x7826	# <CJK>
0x6D4F	0x7850	# <CJK>
0x6D50	0x7847	# <CJK>
0x6D51	0x784C	# <CJK>
0x6D52	0x786A	# <CJK>
0x6D53	0x78E7	# <CJK>
0x6D54	0x7893	# <CJK>
0x6D55	0x789A	# <CJK>
0x6D56	0x7887	# <CJK>
0x6D57	0x78E3	# <CJK>
0x6D58	0x78A1	# <CJK>
0x6D59	0x78A3	# <CJK>
0x6D5A	0x78B2	# <CJK>
0x6D5B	0x78B9	# <CJK>
0x6D5C	0x78A5	# <CJK>
0x6D5D	0x78D4	# <CJK>
0x6D5E	0x78D9	# <CJK>
0x6D5F	0x78C9	# <CJK>
0x6D60	0x78EC	# <CJK>
0x6D61	0x78F2	# <CJK>
0x6D62	0x7905	# <CJK>
0x6D63	0x78F4	# <CJK>
0x6D64	0x7913	# <CJK>
0x6D65	0x7924	# <CJK>
0x6D66	0x791E	# <CJK>
0x6D67	0x7934	# <CJK>
0x6D68	0x9F95	# <CJK>
0x6D69	0x9EF9	# <CJK>
0x6D6A	0x9EFB	# <CJK>
0x6D6B	0x9EFC	# <CJK>
0x6D6C	0x76F1	# <CJK>
0x6D6D	0x7704	# <CJK>
0x6D6E	0x7798	# <CJK>
0x6D6F	0x76F9	# <CJK>
0x6D70	0x7707	# <CJK>
0x6D71	0x7708	# <CJK>
0x6D72	0x771A	# <CJK>
0x6D73	0x7722	# <CJK>
0x6D74	0x7719	# <CJK>
0x6D75	0x772D	# <CJK>
0x6D76	0x7726	# <CJK>
0x6D77	0x7735	# <CJK>
0x6D78	0x7738	# <CJK>
0x6D79	0x775E	# <CJK>
0x6D7A	0x77BC	# <CJK>
0x6D7B	0x7747	# <CJK>
0x6D7C	0x7743	# <CJK>
0x6D7D	0x775A	# <CJK>
0x6D7E	0x7768	# <CJK>
0x6E21	0x7762	# <CJK>
0x6E22	0x7765	# <CJK>
0x6E23	0x777F	# <CJK>
0x6E24	0x778D	# <CJK>
0x6E25	0x777D	# <CJK>
0x6E26	0x7780	# <CJK>
0x6E27	0x778C	# <CJK>
0x6E28	0x7791	# <CJK>
0x6E29	0x779F	# <CJK>
0x6E2A	0x77A0	# <CJK>
0x6E2B	0x77B0	# <CJK>
0x6E2C	0x77B5	# <CJK>
0x6E2D	0x77BD	# <CJK>
0x6E2E	0x753A	# <CJK>
0x6E2F	0x7540	# <CJK>
0x6E30	0x754E	# <CJK>
0x6E31	0x754B	# <CJK>
0x6E32	0x7548	# <CJK>
0x6E33	0x755B	# <CJK>
0x6E34	0x7572	# <CJK>
0x6E35	0x7579	# <CJK>
0x6E36	0x7583	# <CJK>
0x6E37	0x7F58	# <CJK>
0x6E38	0x7F61	# <CJK>
0x6E39	0x7F5F	# <CJK>
0x6E3A	0x8A48	# <CJK>
0x6E3B	0x7F68	# <CJK>
0x6E3C	0x7F86	# <CJK>
0x6E3D	0x7F71	# <CJK>
0x6E3E	0x7F79	# <CJK>
0x6E3F	0x7F88	# <CJK>
0x6E40	0x7F7E	# <CJK>
0x6E41	0x76CD	# <CJK>
0x6E42	0x76E5	# <CJK>
0x6E43	0x8832	# <CJK>
0x6E44	0x91D2	# <CJK>
0x6E45	0x91D3	# <CJK>
0x6E46	0x91D4	# <CJK>
0x6E47	0x91D9	# <CJK>
0x6E48	0x91D7	# <CJK>
0x6E49	0x91D5	# <CJK>
0x6E4A	0x91F7	# <CJK>
0x6E4B	0x91E7	# <CJK>
0x6E4C	0x91E4	# <CJK>
0x6E4D	0x9346	# <CJK>
0x6E4E	0x91F5	# <CJK>
0x6E4F	0x91F9	# <CJK>
0x6E50	0x9208	# <CJK>
0x6E51	0x9226	# <CJK>
0x6E52	0x9245	# <CJK>
0x6E53	0x9211	# <CJK>
0x6E54	0x9210	# <CJK>
0x6E55	0x9201	# <CJK>
0x6E56	0x9227	# <CJK>
0x6E57	0x9204	# <CJK>
0x6E58	0x9225	# <CJK>
0x6E59	0x9200	# <CJK>
0x6E5A	0x923A	# <CJK>
0x6E5B	0x9266	# <CJK>
0x6E5C	0x9237	# <CJK>
0x6E5D	0x9233	# <CJK>
0x6E5E	0x9255	# <CJK>
0x6E5F	0x923D	# <CJK>
0x6E60	0x9238	# <CJK>
0x6E61	0x925E	# <CJK>
0x6E62	0x926C	# <CJK>
0x6E63	0x926D	# <CJK>
0x6E64	0x923F	# <CJK>
0x6E65	0x9460	# <CJK>
0x6E66	0x9230	# <CJK>
0x6E67	0x9249	# <CJK>
0x6E68	0x9248	# <CJK>
0x6E69	0x924D	# <CJK>
0x6E6A	0x922E	# <CJK>
0x6E6B	0x9239	# <CJK>
0x6E6C	0x9438	# <CJK>
0x6E6D	0x92AC	# <CJK>
0x6E6E	0x92A0	# <CJK>
0x6E6F	0x927A	# <CJK>
0x6E70	0x92AA	# <CJK>
0x6E71	0x92EE	# <CJK>
0x6E72	0x92CF	# <CJK>
0x6E73	0x9403	# <CJK>
0x6E74	0x92E3	# <CJK>
0x6E75	0x943A	# <CJK>
0x6E76	0x92B1	# <CJK>
0x6E77	0x92A6	# <CJK>
0x6E78	0x93A7	# <CJK>
0x6E79	0x9296	# <CJK>
0x6E7A	0x92CC	# <CJK>
0x6E7B	0x92A9	# <CJK>
0x6E7C	0x93F5	# <CJK>
0x6E7D	0x9293	# <CJK>
0x6E7E	0x927F	# <CJK>
0x6F21	0x93A9	# <CJK>
0x6F22	0x929A	# <CJK>
0x6F23	0x931A	# <CJK>
0x6F24	0x92AB	# <CJK>
0x6F25	0x9283	# <CJK>
0x6F26	0x940B	# <CJK>
0x6F27	0x92A8	# <CJK>
0x6F28	0x92A3	# <CJK>
0x6F29	0x9412	# <CJK>
0x6F2A	0x9338	# <CJK>
0x6F2B	0x92F1	# <CJK>
0x6F2C	0x93D7	# <CJK>
0x6F2D	0x92E5	# <CJK>
0x6F2E	0x92F0	# <CJK>
0x6F2F	0x92EF	# <CJK>
0x6F30	0x92E8	# <CJK>
0x6F31	0x92BC	# <CJK>
0x6F32	0x92DD	# <CJK>
0x6F33	0x92F6	# <CJK>
0x6F34	0x9426	# <CJK>
0x6F35	0x9427	# <CJK>
0x6F36	0x92C3	# <CJK>
0x6F37	0x92DF	# <CJK>
0x6F38	0x92E6	# <CJK>
0x6F39	0x9312	# <CJK>
0x6F3A	0x9306	# <CJK>
0x6F3B	0x9369	# <CJK>
0x6F3C	0x931B	# <CJK>
0x6F3D	0x9340	# <CJK>
0x6F3E	0x9301	# <CJK>
0x6F3F	0x9315	# <CJK>
0x6F40	0x932E	# <CJK>
0x6F41	0x9343	# <CJK>
0x6F42	0x9307	# <CJK>
0x6F43	0x9308	# <CJK>
0x6F44	0x931F	# <CJK>
0x6F45	0x9319	# <CJK>
0x6F46	0x9365	# <CJK>
0x6F47	0x9347	# <CJK>
0x6F48	0x9376	# <CJK>
0x6F49	0x9354	# <CJK>
0x6F4A	0x9364	# <CJK>
0x6F4B	0x93AA	# <CJK>
0x6F4C	0x9370	# <CJK>
0x6F4D	0x9384	# <CJK>
0x6F4E	0x93E4	# <CJK>
0x6F4F	0x93D8	# <CJK>
0x6F50	0x9428	# <CJK>
0x6F51	0x9387	# <CJK>
0x6F52	0x93CC	# <CJK>
0x6F53	0x9398	# <CJK>
0x6F54	0x93B8	# <CJK>
0x6F55	0x93BF	# <CJK>
0x6F56	0x93A6	# <CJK>
0x6F57	0x93B0	# <CJK>
0x6F58	0x93B5	# <CJK>
0x6F59	0x944C	# <CJK>
0x6F5A	0x93E2	# <CJK>
0x6F5B	0x93DC	# <CJK>
0x6F5C	0x93DD	# <CJK>
0x6F5D	0x93CD	# <CJK>
0x6F5E	0x93DE	# <CJK>
0x6F5F	0x93C3	# <CJK>
0x6F60	0x93C7	# <CJK>
0x6F61	0x93D1	# <CJK>
0x6F62	0x9414	# <CJK>
0x6F63	0x941D	# <CJK>
0x6F64	0x93F7	# <CJK>
0x6F65	0x9465	# <CJK>
0x6F66	0x9413	# <CJK>
0x6F67	0x946D	# <CJK>
0x6F68	0x9420	# <CJK>
0x6F69	0x9479	# <CJK>
0x6F6A	0x93F9	# <CJK>
0x6F6B	0x9419	# <CJK>
0x6F6C	0x944A	# <CJK>
0x6F6D	0x9432	# <CJK>
0x6F6E	0x943F	# <CJK>
0x6F6F	0x9454	# <CJK>
0x6F70	0x9463	# <CJK>
0x6F71	0x937E	# <CJK>
0x6F72	0x77E7	# <CJK>
0x6F73	0x77EC	# <CJK>
0x6F74	0x96C9	# <CJK>
0x6F75	0x79D5	# <CJK>
0x6F76	0x79ED	# <CJK>
0x6F77	0x79E3	# <CJK>
0x6F78	0x79EB	# <CJK>
0x6F79	0x7A06	# <CJK>
0x6F7A	0x5D47	# <CJK>
0x6F7B	0x7A03	# <CJK>
0x6F7C	0x7A02	# <CJK>
0x6F7D	0x7A1E	# <CJK>
0x6F7E	0x7A14	# <CJK>
0x7021	0x7A39	# <CJK>
0x7022	0x7A37	# <CJK>
0x7023	0x7A61	# <CJK>
0x7024	0x9ECF	# <CJK>
0x7025	0x99A5	# <CJK>
0x7026	0x7A70	# <CJK>
0x7027	0x7688	# <CJK>
0x7028	0x768E	# <CJK>
0x7029	0x7693	# <CJK>
0x702A	0x7699	# <CJK>
0x702B	0x76A4	# <CJK>
0x702C	0x74DE	# <CJK>
0x702D	0x74E0	# <CJK>
0x702E	0x752C	# <CJK>
0x702F	0x9CE9	# <CJK>
0x7030	0x9CF6	# <CJK>
0x7031	0x9D07	# <CJK>
0x7032	0x9D06	# <CJK>
0x7033	0x9D23	# <CJK>
0x7034	0x9D87	# <CJK>
0x7035	0x9E15	# <CJK>
0x7036	0x9D1D	# <CJK>
0x7037	0x9D1F	# <CJK>
0x7038	0x9DE5	# <CJK>
0x7039	0x9D2F	# <CJK>
0x703A	0x9DD9	# <CJK>
0x703B	0x9D30	# <CJK>
0x703C	0x9D42	# <CJK>
0x703D	0x9E1E	# <CJK>
0x703E	0x9D53	# <CJK>
0x703F	0x9E1D	# <CJK>
0x7040	0x9D60	# <CJK>
0x7041	0x9D52	# <CJK>
0x7042	0x9DF3	# <CJK>
0x7043	0x9D5C	# <CJK>
0x7044	0x9D61	# <CJK>
0x7045	0x9D93	# <CJK>
0x7046	0x9D6A	# <CJK>
0x7047	0x9D6F	# <CJK>
0x7048	0x9D89	# <CJK>
0x7049	0x9D98	# <CJK>
0x704A	0x9D9A	# <CJK>
0x704B	0x9DC0	# <CJK>
0x704C	0x9DA5	# <CJK>
0x704D	0x9DA9	# <CJK>
0x704E	0x9DC2	# <CJK>
0x704F	0x9DBC	# <CJK>
0x7050	0x9E1A	# <CJK>
0x7051	0x9DD3	# <CJK>
0x7052	0x9DDA	# <CJK>
0x7053	0x9DEF	# <CJK>
0x7054	0x9DE6	# <CJK>
0x7055	0x9DF2	# <CJK>
0x7056	0x9DF8	# <CJK>
0x7057	0x9E0C	# <CJK>
0x7058	0x9DFA	# <CJK>
0x7059	0x9E1B	# <CJK>
0x705A	0x7592	# <CJK>
0x705B	0x7594	# <CJK>
0x705C	0x7664	# <CJK>
0x705D	0x7658	# <CJK>
0x705E	0x759D	# <CJK>
0x705F	0x7667	# <CJK>
0x7060	0x75A3	# <CJK>
0x7061	0x75B3	# <CJK>
0x7062	0x75B4	# <CJK>
0x7063	0x75B8	# <CJK>
0x7064	0x75C4	# <CJK>
0x7065	0x75B1	# <CJK>
0x7066	0x75B0	# <CJK>
0x7067	0x75C3	# <CJK>
0x7068	0x75C2	# <CJK>
0x7069	0x7602	# <CJK>
0x706A	0x75CD	# <CJK>
0x706B	0x75E3	# <CJK>
0x706C	0x7646	# <CJK>
0x706D	0x75E6	# <CJK>
0x706E	0x75E4	# <CJK>
0x706F	0x7647	# <CJK>
0x7070	0x75E7	# <CJK>
0x7071	0x7603	# <CJK>
0x7072	0x75F1	# <CJK>
0x7073	0x75FC	# <CJK>
0x7074	0x75FF	# <CJK>
0x7075	0x7610	# <CJK>
0x7076	0x7600	# <CJK>
0x7077	0x7649	# <CJK>
0x7078	0x760C	# <CJK>
0x7079	0x761E	# <CJK>
0x707A	0x760A	# <CJK>
0x707B	0x7625	# <CJK>
0x707C	0x763B	# <CJK>
0x707D	0x7615	# <CJK>
0x707E	0x7619	# <CJK>
0x7121	0x761B	# <CJK>
0x7122	0x763C	# <CJK>
0x7123	0x7622	# <CJK>
0x7124	0x7620	# <CJK>
0x7125	0x7640	# <CJK>
0x7126	0x762D	# <CJK>
0x7127	0x7630	# <CJK>
0x7128	0x766D	# <CJK>
0x7129	0x7635	# <CJK>
0x712A	0x7643	# <CJK>
0x712B	0x766E	# <CJK>
0x712C	0x7633	# <CJK>
0x712D	0x764D	# <CJK>
0x712E	0x7669	# <CJK>
0x712F	0x7654	# <CJK>
0x7130	0x765C	# <CJK>
0x7131	0x7656	# <CJK>
0x7132	0x7672	# <CJK>
0x7133	0x766F	# <CJK>
0x7134	0x7FCA	# <CJK>
0x7135	0x7AE6	# <CJK>
0x7136	0x7A78	# <CJK>
0x7137	0x7A79	# <CJK>
0x7138	0x7A80	# <CJK>
0x7139	0x7A86	# <CJK>
0x713A	0x7A88	# <CJK>
0x713B	0x7A95	# <CJK>
0x713C	0x7AC7	# <CJK>
0x713D	0x7AA0	# <CJK>
0x713E	0x7AAC	# <CJK>
0x713F	0x7AA8	# <CJK>
0x7140	0x7AB6	# <CJK>
0x7141	0x7AB3	# <CJK>
0x7142	0x8864	# <CJK>
0x7143	0x8869	# <CJK>
0x7144	0x8872	# <CJK>
0x7145	0x887D	# <CJK>
0x7146	0x887F	# <CJK>
0x7147	0x8882	# <CJK>
0x7148	0x88A2	# <CJK>
0x7149	0x8960	# <CJK>
0x714A	0x88B7	# <CJK>
0x714B	0x88BC	# <CJK>
0x714C	0x88C9	# <CJK>
0x714D	0x8933	# <CJK>
0x714E	0x88CE	# <CJK>
0x714F	0x895D	# <CJK>
0x7150	0x8947	# <CJK>
0x7151	0x88F1	# <CJK>
0x7152	0x891A	# <CJK>
0x7153	0x88FC	# <CJK>
0x7154	0x88E8	# <CJK>
0x7155	0x88FE	# <CJK>
0x7156	0x88F0	# <CJK>
0x7157	0x8921	# <CJK>
0x7158	0x8919	# <CJK>
0x7159	0x8913	# <CJK>
0x715A	0x8938	# <CJK>
0x715B	0x890A	# <CJK>
0x715C	0x8964	# <CJK>
0x715D	0x892B	# <CJK>
0x715E	0x8936	# <CJK>
0x715F	0x8941	# <CJK>
0x7160	0x8966	# <CJK>
0x7161	0x897B	# <CJK>
0x7162	0x758B	# <CJK>
0x7163	0x80E5	# <CJK>
0x7164	0x76B8	# <CJK>
0x7165	0x76B4	# <CJK>
0x7166	0x77DC	# <CJK>
0x7167	0x8012	# <CJK>
0x7168	0x8014	# <CJK>
0x7169	0x8016	# <CJK>
0x716A	0x801C	# <CJK>
0x716B	0x8020	# <CJK>
0x716C	0x802E	# <CJK>
0x716D	0x8025	# <CJK>
0x716E	0x8026	# <CJK>
0x716F	0x802C	# <CJK>
0x7170	0x8029	# <CJK>
0x7171	0x8028	# <CJK>
0x7172	0x8031	# <CJK>
0x7173	0x800B	# <CJK>
0x7174	0x8035	# <CJK>
0x7175	0x8043	# <CJK>
0x7176	0x8046	# <CJK>
0x7177	0x8079	# <CJK>
0x7178	0x8052	# <CJK>
0x7179	0x8075	# <CJK>
0x717A	0x8071	# <CJK>
0x717B	0x8983	# <CJK>
0x717C	0x9807	# <CJK>
0x717D	0x980E	# <CJK>
0x717E	0x980F	# <CJK>
0x7221	0x9821	# <CJK>
0x7222	0x981C	# <CJK>
0x7223	0x6F41	# <CJK>
0x7224	0x9826	# <CJK>
0x7225	0x9837	# <CJK>
0x7226	0x984E	# <CJK>
0x7227	0x9853	# <CJK>
0x7228	0x9873	# <CJK>
0x7229	0x9862	# <CJK>
0x722A	0x9859	# <CJK>
0x722B	0x9865	# <CJK>
0x722C	0x986C	# <CJK>
0x722D	0x9870	# <CJK>
0x722E	0x864D	# <CJK>
0x722F	0x8654	# <CJK>
0x7230	0x866C	# <CJK>
0x7231	0x87E3	# <CJK>
0x7232	0x8806	# <CJK>
0x7233	0x867A	# <CJK>
0x7234	0x867C	# <CJK>
0x7235	0x867B	# <CJK>
0x7236	0x86A8	# <CJK>
0x7237	0x868D	# <CJK>
0x7238	0x868B	# <CJK>
0x7239	0x8706	# <CJK>
0x723A	0x869D	# <CJK>
0x723B	0x86A7	# <CJK>
0x723C	0x86A3	# <CJK>
0x723D	0x86AA	# <CJK>
0x723E	0x8693	# <CJK>
0x723F	0x86A9	# <CJK>
0x7240	0x86B6	# <CJK>
0x7241	0x86C4	# <CJK>
0x7242	0x86B5	# <CJK>
0x7243	0x8823	# <CJK>
0x7244	0x86B0	# <CJK>
0x7245	0x86BA	# <CJK>
0x7246	0x86B1	# <CJK>
0x7247	0x86AF	# <CJK>
0x7248	0x86C9	# <CJK>
0x7249	0x87F6	# <CJK>
0x724A	0x86B4	# <CJK>
0x724B	0x86E9	# <CJK>
0x724C	0x86FA	# <CJK>
0x724D	0x87EF	# <CJK>
0x724E	0x86ED	# <CJK>
0x724F	0x8784	# <CJK>
0x7250	0x86D0	# <CJK>
0x7251	0x8713	# <CJK>
0x7252	0x86DE	# <CJK>
0x7253	0x8810	# <CJK>
0x7254	0x86DF	# <CJK>
0x7255	0x86D8	# <CJK>
0x7256	0x86D1	# <CJK>
0x7257	0x8703	# <CJK>
0x7258	0x8707	# <CJK>
